content,file,entity_id,entity_type,entity_specificity,mention_id,mention_text,mention_type,mention_offset,label_polarity
"None
Many countries were uneasy about the decision, even China and Russia and their human rights record speaks for itself.The UN had little time to make a decision, basically the UN should of allowed the rebels to take control on THEIR OWN.",5c29f9e575b94c61db8ed52bdfa53843,ent-87,GPE,specific,m-873,their,PRO,5473,neg
"None
MLK talked about the war in Vietnam and how cruel it was how many people were mutilated and so on, now Obama is waging war against Libya, all people see is how he is black.Am I the only one who sees he is crooked and a war mongerer like Bush and Tony.",5c29f9e575b94c61db8ed52bdfa53843,ent-27,PER,specific,m-423,Obama,NAM,205,neg
"None
MLK talked about the war in Vietnam and how cruel it was how many people were mutilated and so on, now Obama is waging war against Libya, all people see is how he is black.Am I the only one who sees he is crooked and a war mongerer like Bush and Tony.",5c29f9e575b94c61db8ed52bdfa53843,ent-27,PER,specific,m-429,he,PRO,262,neg
"
MLK talked about the war in Vietnam and how cruel it was how many people were mutilated and so on, now Obama is waging war against Libya, all people see is how he is black.Am I the only one who sees he is crooked and a war mongerer like Bush and Tony.He also denies Palestine statehood, he is NO CHANGE!",5c29f9e575b94c61db8ed52bdfa53843,ent-27,PER,specific,m-435,he,PRO,303,neg
"Am I the only one who sees he is crooked and a war mongerer like Bush and Tony.He also denies Palestine statehood, he is NO CHANGE!The picture sums him up completely.",5c29f9e575b94c61db8ed52bdfa53843,ent-27,PER,specific,m-441,He,PRO,357,neg
"He also denies Palestine statehood, he is NO CHANGE!The picture sums him up completely.None",5c29f9e575b94c61db8ed52bdfa53843,ent-27,PER,specific,m-447,him,PRO,428,neg
The international community demanded action and in response Obama sought international backing and got it.If he had not responded and thousands of more Libyan people were slaughtered you'd be making a thread attacking him for letting innocent people die and not giving a damn.He can't win with people like you.,5c29f9e575b94c61db8ed52bdfa53843,ent-27,PER,specific,m-453,he,PRO,1046,pos
"But oh well, no amount of rational discussion will convince you anyway.The international community demanded action and in response Obama sought international backing and got it.If he had not responded and thousands of more Libyan people were slaughtered you'd be making a thread attacking him for letting innocent people die and not giving a damn.",5c29f9e575b94c61db8ed52bdfa53843,ent-27,PER,specific,m-459,Obama,NAM,996,pos
The international community demanded action and in response Obama sought international backing and got it.If he had not responded and thousands of more Libyan people were slaughtered you'd be making a thread attacking him for letting innocent people die and not giving a damn.He can't win with people like you.,5c29f9e575b94c61db8ed52bdfa53843,ent-27,PER,specific,m-465,him,PRO,1155,neg
If he had not responded and thousands of more Libyan people were slaughtered you'd be making a thread attacking him for letting innocent people die and not giving a damn.He can't win with people like you.Please propose a different solution to stopping tyrannical leaders from slaughtering their citizens indiscriminately.,5c29f9e575b94c61db8ed52bdfa53843,ent-27,PER,specific,m-471,He,PRO,1214,pos
"But oh well, no amount of rational discussion will convince you anyway.The international community demanded action and in response Obama sought international backing and got it.If he had not responded and thousands of more Libyan people were slaughtered you'd be making a thread attacking him for letting innocent people die and not giving a damn.",5c29f9e575b94c61db8ed52bdfa53843,ent-27,PER,specific,m-477,Obama,NAM,2298,pos
The international community demanded action and in response Obama sought international backing and got it.If he had not responded and thousands of more Libyan people were slaughtered you'd be making a thread attacking him for letting innocent people die and not giving a damn.He can't win with people like you.,5c29f9e575b94c61db8ed52bdfa53843,ent-27,PER,specific,m-483,he,PRO,2348,pos
The international community demanded action and in response Obama sought international backing and got it.If he had not responded and thousands of more Libyan people were slaughtered you'd be making a thread attacking him for letting innocent people die and not giving a damn.He can't win with people like you.,5c29f9e575b94c61db8ed52bdfa53843,ent-27,PER,specific,m-489,him,PRO,2457,pos
If he had not responded and thousands of more Libyan people were slaughtered you'd be making a thread attacking him for letting innocent people die and not giving a damn.He can't win with people like you.Please propose a different solution to stopping tyrannical leaders from slaughtering their citizens indiscriminately.,5c29f9e575b94c61db8ed52bdfa53843,ent-27,PER,specific,m-495,He,PRO,2516,pos
"None
He kills people, end of.He has blood on his hands like Bush, Blair and Bush Senior.",5c29f9e575b94c61db8ed52bdfa53843,ent-27,PER,specific,m-501,He,PRO,4873,neg
"
He kills people, end of.He has blood on his hands like Bush, Blair and Bush Senior.None",5c29f9e575b94c61db8ed52bdfa53843,ent-27,PER,specific,m-507,He,PRO,4898,neg
"
He kills people, end of.He has blood on his hands like Bush, Blair and Bush Senior.None",5c29f9e575b94c61db8ed52bdfa53843,ent-27,PER,specific,m-513,his,PRO,4914,neg
"Am I the only one who sees he is crooked and a war mongerer like Bush and Tony.He also denies Palestine statehood, he is NO CHANGE!The picture sums him up completely.",5c29f9e575b94c61db8ed52bdfa53843,ent-27,PER,specific,m-519,he,PRO,393,neg
"
MLK talked about the war in Vietnam and how cruel it was how many people were mutilated and so on, now Obama is waging war against Libya, all people see is how he is black.Am I the only one who sees he is crooked and a war mongerer like Bush and Tony.He also denies Palestine statehood, he is NO CHANGE!",5c29f9e575b94c61db8ed52bdfa53843,ent-27,PER,specific,m-1249,a war mongerer like Bush and Tony,NOM,321,neg
"None

I don't think having the authority of the United Nations, NATO, Libyan transnational council and Arab League.Compares fairly with Bush and Blair's adventures in Iraq.",5c29f9e575b94c61db8ed52bdfa53843,ent-81,ORG,specific,m-837,Libyan transnational council,NAM,760,pos
"None

I don't think having the authority of the United Nations, NATO, Libyan transnational council and Arab League.Compares fairly with Bush and Blair's adventures in Iraq.",5c29f9e575b94c61db8ed52bdfa53843,ent-81,ORG,specific,m-843,Libyan transnational council,NAM,2062,pos
"None

I don't think having the authority of the United Nations, NATO, Libyan transnational council and Arab League.Compares fairly with Bush and Blair's adventures in Iraq.",5c29f9e575b94c61db8ed52bdfa53843,ent-75,ORG,specific,m-807,Arab League,NAM,793,pos
"None

I don't think having the authority of the United Nations, NATO, Libyan transnational council and Arab League.Compares fairly with Bush and Blair's adventures in Iraq.",5c29f9e575b94c61db8ed52bdfa53843,ent-75,ORG,specific,m-813,Arab League,NAM,2095,pos
Amazing.Thank you for ignoring the fact that NATO got permission from the UN and Arab League.Even refusing to take action until it had done so.,5c29f9e575b94c61db8ed52bdfa53843,ent-75,ORG,specific,m-819,Arab League,NAM,3647,pos
Amazing.Thank you for ignoring the fact that NATO got permission from the UN and Arab League.None,5c29f9e575b94c61db8ed52bdfa53843,ent-75,ORG,specific,m-825,Arab League,NAM,4437,pos
"None
You speak like the Isreali Foreign Minister.Try to see it from the other side too.",5c29f9e575b94c61db8ed52bdfa53843,ent-36,PER,specific,m-579,You,PRO,3876,neg
"None

I try - but it's not a simple good vs bad story by any means.None",5c29f9e575b94c61db8ed52bdfa53843,ent-36,PER,specific,m-585,I,PRO,3972,pos
"
MLK talked about the war in Vietnam and how cruel it was how many people were mutilated and so on, now Obama is waging war against Libya, all people see is how he is black.Am I the only one who sees he is crooked and a war mongerer like Bush and Tony.He also denies Palestine statehood, he is NO CHANGE!",5c29f9e575b94c61db8ed52bdfa53843,ent-45,PER,specific,m-621,Tony,NAM,350,neg
"

I don't think having the authority of the United Nations, NATO, Libyan transnational council and Arab League.Compares fairly with Bush and Blair's adventures in Iraq.But oh well, no amount of rational discussion will convince you anyway.",5c29f9e575b94c61db8ed52bdfa53843,ent-45,PER,specific,m-627,Blair,NAM,836,neg
"

I don't think having the authority of the United Nations, NATO, Libyan transnational council and Arab League.Compares fairly with Bush and Blair's adventures in Iraq.But oh well, no amount of rational discussion will convince you anyway.",5c29f9e575b94c61db8ed52bdfa53843,ent-45,PER,specific,m-633,Blair,NAM,2138,neg
"
He kills people, end of.He has blood on his hands like Bush, Blair and Bush Senior.None",5c29f9e575b94c61db8ed52bdfa53843,ent-45,PER,specific,m-639,Blair,NAM,4935,neg
"None
Forgetting that Hitler killed and hated people of African/and Caribbean origin.None",5c29f9e575b94c61db8ed52bdfa53843,ent-111,LOC,specific,m-975,Caribbean,NAM,1892,neg
